destination_name;total_reviews;destination_rating;review_date;review_rating;review_header;review_author;review_text
Disney Springs - Orlando;12653;45;7 de janeiro de 2015;3;Faltou calor humano.;Bia201550;Valeu como experiência, mais não repetiria a aventura, rsrsrs. Falta o calor humano que nós brasileiros temos.
Disney Springs - Orlando;12653;45;5 de janeiro de 2015;5;Lugar gostoso;simones568;Reserve um dia para visitar Downtown Disney , não vá à noite e nem fim de tarde pois é quando todos saem dos parques e vão para lá, fica bem cheio. O local é muito agradável , com muitos bares e restaurantes e a maior loja da Disney está lá ( com os mesmos preços das lojas dos parques ). Também tem loja da Lego e de produtos natalinos Disney. De restaurantes acho legal o T- rex , temático , cheio de dinossauros que emitem sons e se movimentam, e também o Rainforest que simula uma floresta cheia de animais e em determinados momentos ocorre raios, trovoadas e barulho de chuva. O Planet hollywood estava em reforma. Lá também está o Cirque du Soleil. O estacionamento é gratuito.
Disney Springs - Orlando;12653;45;5 de janeiro de 2015;5;Excelente;enconti;Está área é muito boa para quem adora ótimos restaurantes, lojas e atrações. Indico o Rain Forest Café, e o Planet Hollywood.
Disney Springs - Orlando;12653;45;4 de janeiro de 2015;5;Lojas maravilhosas;carolinafernandes_13;Local para comer melhor do que nos parques e nos resorts da Disney, além de lojas maravilhosas como a de enfeites natalinos, td mto perfeito, porém caro
Disney Springs - Orlando;12653;45;3 de janeiro de 2015;5;Lotado;574rafaelas;Pra quem não gosta de muita gente eu não indico... o local é sempre lotado.. Porém as coisas são lindas lá... o cenário é show, as lojas são encantadoras... é mickey pra todo lado.. Estranhei um pouco o clima, pois durante o dia é quente e a noite bem frio... leve casaco se for ficar até tarde...estive em dezembro..
Disney Springs - Orlando;12653;45;2 de janeiro de 2015;5;Não deixe para o final.;reptar137;Downtown disney possui a maior loja da Disney do mundo então deixe para o final pois para ver tudo demora um bom tempo. Não deixe de visitar a loja da lego, pois sempre tem boas promoções. Quando for no cirque du soleil não deixe de comprar a pipoca e o refrigerante, é caro mas poderá levar o balde de pipoca e de refrigerante para casa como souvenir. Pra comer faça previamente uma reserva no T-Rex, vale a pena!
Disney Springs - Orlando;12653;45;29 de dezembro de 2014;5;Cirque du Soleil;FabioAPracz;Para quem vai a Orlando não pode deixar de ir ver algum show, no meu caso o Cirque du Soleil com o espetáculo La Nuba que fica fixo em Downtown Disney, recomendo comprar os ingressos antes w chegar com pelo menos 2 horas antes, assim pode se jantar no Planeta Hollywood.
Disney Springs - Orlando;12653;45;26 de dezembro de 2014;4;Chegue cedo;João Carlos T;Essa área é um local para visitar ao final da tarde, porém é aconselhável chegar cedo porque os estacionamentos ficam lotos e o acesso de carro congestionado, pois é muito procurado. Tem muitas lojas e restaurantes temáticos, sendo os mais procurados o T-Rex, Planet Hollywood e Rainforest. É importante fazer reservas antecipadas, pois se chegar em cima da hora, fica sem almoço. O preço é salgado, mas vale cada centavo, a começar pela decoração interna. Almocei no Rainforest. Também tem uma unidade permanete do Cirque du Soleil, e para quem já conhece, sabe como é. Quem não conhece, vale a pena assistir.
Disney Springs - Orlando;12653;45;26 de dezembro de 2014;4;Parada obrigatória;Camila_Francesconi;Impossível não ir. É mágico e tem de tudo. Tem lojas, restaurantes, espetáculos, shows, entre muitas outras coisas. Atenção para o estacionamento. Na ultima semana de novembro estava praticamente impossível de ir para lá. Fizeram um estacionamento improvisado, super distante. Iríamos mais dias mas devido ao caos fomos apenas dois dias.
Disney Springs - Orlando;12653;45;25 de dezembro de 2014;5;Local de sonhos !!;Marcito M;Visitar o Downtown Disney é para duas ou três visitas pelo menos, pois tem o T-Rex Cafe temático de dinossauros, tem o Rain Forest Cafá, este é imperdível, jantar embaixo de um vulcão ativo e no meio de uma floresta tropical cheia de animais é coisa de outro mundo, imperdível. Tem também o Cirque Du Soleil com o espetáculo La Nouba, só aqui na Disney, e inúmeras lojas, e não se paga entrada para acessar o Downtown. Sem esquecer, é aqui que tem a maior loja da Disney do mundo, tem de tudo que possa imaginar.
Disney Springs - Orlando;12653;45;25 de dezembro de 2014;5;Adooooro!!!!;Maria Fernanda C;Adoro o lugar!!! Excelente passeio!! Pra quem está visitando por agora (dezembro 2014) está enfrentando muitas obras e estacionamento bem complicado! Mas com certeza ficará ainda melhor do que sempre foi! Maior loja da Disney! Todos os produtos! Uma loucura!!! O Disney Quest (grande atração de jogos eletrônicos) é EXCELENTE!!!!!
Disney Springs - Orlando;12653;45;24 de dezembro de 2014;5;Muita variedade!;Rodrigo G;Local ideal para compras relacionadas a Disney e outros. Muitas opções de restaurantes. Pesquise bem e faça reservas nos principais como o TREX e o Planet Hollywood.
Disney Springs - Orlando;12653;45;22 de dezembro de 2014;5;Muito legad;Pamfmed;Ir no downtown Disney tem que fazer parte do roteiro de férias de todos. Faz parte do mundo mágico. Restaurantes ótimos, bandas tocando em cada ambiente... Muito bom
Disney Springs - Orlando;12653;45;22 de dezembro de 2014;5;magic;MUCASILVA;os restaurantes temáticos são alucinantes e muito bem decorado a decoração parece estar viva, destaque para o T-REX.
Disney Springs - Orlando;12653;45;21 de dezembro de 2014;5;Centro compras e rstaurantes;Delamatta;Centro comercial Disney, Várias lojas Disney. Na época de natal ficar imperdível pelos adornos que podem ser comprados. Há inúmeros restaurantes como Planet Hollywood e Pubs para adoradores de cerveja. Dica: Reserve os restaurantes se não quiser ficar horas esperando. Sugiro reserva no site open table. Para quem fica hospedado nos resorts Disney há ônibus a cada 20 min grátis. Se for de carro, estão realizando obras de ampliação e torna o transito e vagas realmente um transtorno. Mas é claro que isso vai acabar ao encerrarem as obras.
Disney Springs - Orlando;12653;45;19 de dezembro de 2014;5;Excelente;Ana B;Excelente local para levar toda a família, com ótimas opções de gastronomia e diversão. Localizada dentro do Complexo Disney e muito próximo ao ORLANDO VINELAND PREMIUM OUTLETS, cerca de 10 minutos de carro.
Disney Springs - Orlando;12653;45;19 de dezembro de 2014;5;Visitar sem pressa!!!;Eduardo M;Avenidas limpas, estacionamento fácil, atenção diferenciada nos serviços... As lojas temáticas são uma atracao a parte. Musicas nas ruas dão uma atmosfera especial...Restaurantes maravilhosos difícil indicar um... Para quem vem com poucos recursos para viajar, aqui e rota certa para passear...
Disney Springs - Orlando;12653;45;19 de dezembro de 2014;5;Vale a pena!;DenisOJ;Um local muito agradável para descansar após o dia inteiro de parques. Várias opções de restaurantes e para os que esqueceram de comprar alguma coisa dentro do parque, possui duas lojas imensas com todos os artigos possíveis.. Recomendo o jantar no T-Rex. Pegue a senha e vá dar um volta enquanto aguarda a mesa.
Disney Springs - Orlando;12653;45;19 de dezembro de 2014;4;Excelente para passeios;Vitor P;Lugar muito agradável, excelente para se dar um passeio com a família, principalmente se estiver com crianças. Vale a pena conhecer a loja da Lego que fica lá.
Disney Springs - Orlando;12653;45;19 de dezembro de 2014;4;Legal!;Glaucia_Avila;Por onde se passa tem música ao vivo de ótima qualidade. Os locais são convidativos, dá vontade de entrar.. O que as crianças mais gostaram, e que realmente impressiona, são as lojas da Lego e da Disney, ambas enormes, com milhões de opções.. Está tudo em reforma, então não se tem muita paisagem para apreciar. Tudo fechado com tábua, o que da uma sensação de estar em corredores.
Disney Springs - Orlando;12653;45;15 de dezembro de 2014;4;Muitas opções;LigiaPortes;Local agradável com muitas opções de comida, compras, bares e shows. Atualmente passa por uma grande obra que tira um pouco da beleza e organização típicas da Disney. Mas o lago é muito bonito. Recomendo jantar no T Rex café, para nós o melhor de Orlando!
Disney Springs - Orlando;12653;45;14 de dezembro de 2014;1;Em obras!!;SandraCxxxi;Um caos...besta em expansao e as obras vao ate a primavera de 2016. Lotado, banheiros mal limpos, tapumes para todos os lados e um barulho infernal de maquinas. O estacionamento agora fica bem longe em um predio de varios andares.
Disney Springs - Orlando;12653;45;14 de dezembro de 2014;4;Fantástico;ChristianTakeuti;Lugar fantástico, ótimos restaurantes!!!! O estacionamento é meio complicado mas vale a pena, os preços são meio salgados mas já é de se esperar, né ?
Disney Springs - Orlando;12653;45;13 de dezembro de 2014;4;Tem uma loja enorme da Disney;CamilaDeleite;Varios restaurantes, entre eles um dos meus preferidos que é o T Rex! Varias lojas, tem o balão que vc pode subir e apreciar a vista. Mas estao reformando, entao paciencia. Visite tbm a maior loja da Disney
Disney Springs - Orlando;12653;45;13 de dezembro de 2014;3;Muito lotado , pessima logistica de estacionamento e restaurantes;Le_Descalvado;não gostamos, e não indico ir a noite com crianças e pessoas que tenham alguma dificuldade de locomoção, demoramos quase 02 horas antre transito para acessar o downtown e acessar estacionamento, todos lotados, apertados com pessima sinalização, vimos varias pessoas sterssadas pois estavam como nos estavamos a horas tentando uma vaga para para carro. depois de parar veio a surpresa, não conseguimos entrar para jantar em nenhum restaurante pois todos estavam lotados e com filas enormes ou já esgotados para aquela noite. local até bonito para passear , mas só. não volto e não indico,
Disney Springs - Orlando;12653;45;11 de dezembro de 2014;5;Super agradável;Flavi_frota;Local que adoro de passear quando vou pra Orlando Muitas lojas , barzinhos e o tão esperado subir no balão !!! Adoro Super indico Estão reformando.
Disney Springs - Orlando;12653;45;11 de dezembro de 2014;5;Passeio em Família;GiovannaFavaro;Para quem quer dar um tempo na correria dos parques e curtir um passeio, apreciando o movimento, as lojas e até um bom restaurante, o Downtown Disney é ideal. Inclusive para crianças pequenas, as paradas obrigatórias são a loja da LEGO e da DISNEY, onde as meninas podem fazer o dia de princesa na BIBIDDI BOBIDDI BOO (é necessário marcar com antecedência). Vale muito a pena!
Disney Springs - Orlando;12653;45;10 de dezembro de 2014;4;Não espere lojas conhecidas;worldridersbr;O Downtown Disney oferece muitas lojas que não são de marcas conhecidas dos brasileiros, porém vale a pena a visita. Os pontos fortes são a loja da Lego, a World of Disney, o Planet Hollywood e a loja de enfeites de Natal, aberta o ano todo.
Disney Springs - Orlando;12653;45;9 de dezembro de 2014;5;Jantar temático e passeio com cores e sons;LaraBritto;Se você acabou de chegar e está curioso este é um excelente aperitivo da Disney world, lá vai estar na maios loja Disney, vai usufruir das esculturas de lego, ver shows ao ar livre e os restaurantes temáticos, mediante reserva são uma ótima pedida. Se você é uma pessoa que tem paciência coloca seu nome na lista e espera uma mesa no restaurante, pois vale muito a pena.
Disney Springs - Orlando;12653;45;9 de dezembro de 2014;4;Adorável;Gladis M;Adoramos o parque. Ele é enorme, com muitas atrações. Um encanto principalmente para crianças. Com ótimos restaurantes, lojas da Lego, Disney entre outras. Se deslocamos para o parque de ônibus. Transporte urbano muito bom.
Disney Springs - Orlando;12653;45;9 de dezembro de 2014;5;Imperdível;maripracian0;Pedida certa na noite em Orlando. Estacionamento grátis, muitas opções de lojas e restaurantes, shows de rua, muitas lojas lindas, muitas luzes e magia. Tem tambem o Cirque de Soleil fixo, com um preço ótimo, a partir de 60 dolares, quando eu fui, não sei se varia, que também recomendo muito. Até baladinha tem lá. Com certeza voltarei!
Disney Springs - Orlando;12653;45;9 de dezembro de 2014;5;Vale a pena;Laizlou;Lugar agradável, com vários restaurantes. Várias opções para a criançada. Os restaurantes agradam a todos os estilos, dos infantis até os mais românticos. Vale a pena!
Disney Springs - Orlando;12653;45;9 de dezembro de 2014;4;vale a pena;Anatilia P;Vale muito a pena. Vagas no estacionamento de sobra e um passeio gostoso para fazer a noite antes ou depois de encolher um bom restaurante.
Disney Springs - Orlando;12653;45;9 de dezembro de 2014;4;Muito Bom;Renan S;Um lugar bem movimentado, com bons restaurantes, boas lojas para comprar aquela lembrançinha e deixar todo mundo contente
Disney Springs - Orlando;12653;45;8 de dezembro de 2014;4;Incrível!;AVF_MAB;É um mundo à parte, tão grande quanto um parque. Muitas opções de restaurantes e variados cardápios. Um marketplace enorme com tudo que tem na Disney, todas as opções de souvenirs. Os shows de rua, com várias opções de estilos de música, são ótimos.
Disney Springs - Orlando;12653;45;8 de dezembro de 2014;4;Local para comprar e comer;claudiovalverde;Muito interessante o downtown Disney. Várias opções de bons restaurantes e lojas variadas. Vale a pena visitar com tempo. Lá tem também uma atração fixa do cirque de soleil
Disney Springs - Orlando;12653;45;7 de dezembro de 2014;5;Amei o Downtown!!!;MariaLuisa1066;Amei o Downtown Disney! Nele há restaurantes ótimos, lojas ( LEGO, Disney...) e outros... só o estacionamento que em algumas datas do ano fica lotado.
Disney Springs - Orlando;12653;45;5 de dezembro de 2014;3;Shopping ao ar livre;Kelly Costa A;Era nosso último dia na disney, ai resolvemos dá uma passada depois das 22:00 ( qnd saimos do epcot ) Havia algumas lojas legais tipo: harley davidson, sunglass hut, lojas de lembrancinhas, roupas esportivas e muitos bares, lanchonetes, cinema, circo du soleil entre outras apresentações! Pra quem gosta de festa a Noite é bem agitada!!!
Disney Springs - Orlando;12653;45;5 de dezembro de 2014;5;Diversão;kadoantonello;Um local com muitas lojas e ótimos restaurantes temáticos. Possui algumas lojas com lembrancinhas temáticas. Os restaurantes são diferenciados. Bom programa para o final do dia para adultos.
Disney Springs - Orlando;12653;45;4 de dezembro de 2014;5;Super agradável;Paula B;Shopping ao ar livre da Disney, muito agradável para passear. Tem um loja gigante com produtos Disney, loja da Lego, Loja Mr. Potato Head, e muitas outras interesantes. Lindo local com muitas opções de restaurantes. Vale a pena reservar, principalmente à noite. Sorveteria Guirardelli imperdível!!! Não deixem de ir conhecer Downtown Disney!!!
Disney Springs - Orlando;12653;45;3 de dezembro de 2014;4;Ideal para lembrancinhas;Larissa B;Um bairro de compras excelente para quem esqueceu de comprar lembranças dentro dos parques da Disney.. Faz parte do complexo Disney, mas não precisa de ingresso.. Para quem tem crianças: não deixem de ir na BibidibobidiBootique, salão de beleza que "transforma" meninas em princesas e meninos em piratas.
Disney Springs - Orlando;12653;45;2 de dezembro de 2014;5;Shopping ao ar livre;Flapsal;Passear em Downtown Disney é uma delícia , varios restaurantes , lojas , cinema , lugar agradável para passar o dia ou ir a noite.
Disney Springs - Orlando;12653;45;2 de dezembro de 2014;3;Muitas lojas e pouca diversão;ro_burlamaqui;Um local com muitas lojas e muitos restaurantes temáticos. Tem várias lojas enormes com muitas opções de compras. Os restaurantes são diferenciados. Um programa mais para adultos que crianças.
Disney Springs - Orlando;12653;45;2 de dezembro de 2014;5;Diversão para todos os gostos.;Marcelo C;Excelente lugar para terminar o dia após passear em qualquer dos parques da Disney.. Uma variedade enorme de atrações para todos os gostos, desde a maior loja da lego do mundo, com bonecos gigantes em exposição inclusive um monstro no lago, até a casa de shows house of blues. Músicos tocando ao ar livre, passeio de balão, Harley Davidson, Circo de Soleil, etc.. Amei o lugar, tem uma lojinha em especial que as meninas adoram, onde vendem maçãs de todos os tipos da bruxa da branca de neve, vale a pena conferir.
Disney Springs - Orlando;12653;45;1 de dezembro de 2014;4;Imperdível;AnnaDavidovich;Realmente é um lugar que não pode faltar no seu roteiro... as lojas, a vista, tudo é muito encantador. O local começa a encher por volta das 16:00, já que normalmente é um lugar que todos vão somente quando saem dos parques. Se vc for no horário de meio dia, também poderá achar mais cheio em função dos restaurantes. Mas é sempre a noite que fica mais cheio mesmo. Em Outubro, estava um inferno para chegar no downtown tendo em vista que estava em obra o estacionamento. Mas agora acredito que esteja melhor, pois a segunda parte do estacionamento ia ser inaugurada.... Tinha engarrafamento nas proximidades para sentir a pressão!!!
Disney Springs - Orlando;12653;45;29 de novembro de 2014;5;Excelente;eloyenge;Um dos lugares que não podemos deixar de ir! Local extremamente movimentado. Ponto de encontro entre as pessoas que vistam Orlando!
Disney Springs - Orlando;12653;45;28 de novembro de 2014;5;Uma experiencia incrivel;Tati B;Downtown disney e imperdivel. As crianacas vao amar. Tem a loja da lego onde as crianacas podem ficar brincando e tambem um restaurante chamado rainforest que e muito legal. Alem disso varias outras lojas da disney.
Disney Springs - Orlando;12653;45;26 de novembro de 2014;5;muito legal;flavio s;varias opções de entreterimento e restaurantes para todos os gostos. Recomendo a todos e com certeza voltarei
Disney Springs - Orlando;12653;45;26 de novembro de 2014;5;Local agradável e bem diversificado;DeinhaM;Cheio de restaurantes, bares, lojas e até boliche. Lá estão o Planet Hollywood, o restaurante T-Rex e também a maior loja da Disney do mundo. Tem de tudo. Vale, com certeza, a visita.
Disney Springs - Orlando;12653;45;26 de novembro de 2014;5;MARAVILHOSO;MartinsFernando;Lugar espetacular, com varias opções de restaurantes e varias atraçoes, Todos que vão para Orlando precisam visitar este local, é maravilhoso.
Disney Springs - Orlando;12653;45;25 de novembro de 2014;5;Loja da Disney;Cintia A;A loja da Disney no Downtown é mais que uma loja, é uma atração para ser visitada, com calma e tempo. É a maior loja da Disney do mundo. Se o que procura não tiver lá, dificilmente achará em outro lugar. Imperdível. A loja da Lego, super linda e divertida fica ao lado, não só as crianças ficam radiantes, nós também, super a pena!
Disney Springs - Orlando;12653;45;25 de novembro de 2014;5;Diversão Fora dos Parques;marceloc739;Centro de entretenimento da Disney com lojas, bares, apresentações de rua, restaurantes e algumas atrações. É um lugar pra ir jantar ou fazer compras fora dos parques. não ha ingresso pra entrar e por ali circulam pessoas que estão hospedadas dentro e hora da Disney. Os restaurantes são sempre muito procurados, reserve! as lojas cheias, especialmente a World of Disney que é a maior loja Disney. Fomos em Outubro de 14 e o lugar estava cercado de grandes obras que vão dobrar o tamanho e o numero de opções do Downtown. Como estávamos hospedados no Port Orleans, íamos de barco e não passamos por problemas de estacionamento, que parece estar sendo muito ampliado com a construção de andares de garagem como os da Universal.
Disney Springs - Orlando;12653;45;24 de novembro de 2014;5;Comida para todos os gostos!!!;marianaf73;Um lugar lindo!!! Vale a pena após os parques, ir jantar lá. Tem muitos restaurantes e vc nem precisa andar muito pois tem um barco que leva pra três pontos da área. Ainda, se esqueceu de comprar alguma lembrancinha dos parques da Disney, vc pode comprar lá.
Disney Springs - Orlando;12653;45;24 de novembro de 2014;5;Entrada gratuita;HudsonGuimaraes;Não é um Parque da Disney. Nesse local fica o Cirque du Soleil, com apresentações acrobáticas pagas. No restante do local não se paga nada, nem estacionamento. Destaque para o balão que proporciona uma vista fantástica dos arredores da cidade. Há muitas lojas e restaurantes temáticos que valem uma visita.
Disney Springs - Orlando;12653;45;24 de novembro de 2014;5;Downtown;Laisnunes;Adorei esse lugar, além de ter uma loja enorme da Disney para lembrancinhas, possui praça de alimentação, lojas, cinemas e uma vista com um lago que é linda tanto de dia quanto de noite!
Disney Springs - Orlando;12653;45;22 de novembro de 2014;4;Compras e restaurantes;marceloa299;Você não precisa pagar estacionamento, Downtown Disney tem muitos restaurantes que as crianças adoram como por exemplo T-rex, Rainforest e Planet Hollywood, tem o Cirque du soleil e a maior loja da disney onde você encontra tudo. Tem o Balão characters in flight onde o mesmo fica amarrado por cabos de aço e sobe a 400metros de altura e você tem uma vista muito legal da região. Sempre tem apresentações ao ar livre.
Disney Springs - Orlando;12653;45;21 de novembro de 2014;5;magico;wvalfrido;a magia da disney presente em todos os cantos, não paga para entrar otimo para curtir com a família, vale muito ir conhecer, lojinhas incríveis.
Disney Springs - Orlando;12653;45;21 de novembro de 2014;5;Centro de compras da Disney;Diego C;Não confundam essa área com um parque da Disney, que fique claro, Downtown Disney não é um parque da Disney. É um local muito grande, lindo cheio de lojas onde você vai encontra inúmeros produtos da Disney. Possui vários restaurantes também. Nesse local fica situado o Disney Quest que é um centro de entretenimento com vários jogos da Disney, o Cirque du Soleil (maravilhoso) e House of Blues que é uma boate muito boa. A entrada e o estacionamento são gratuitos e é uma excelente opção de passeio econômico e divertido!
Disney Springs - Orlando;12653;45;20 de novembro de 2014;2;Frustrante;betusak235;Na viagem deste ano reservamos uma noite para jantar lá, achamos muito "fraquinho" . Esperava mais lojas e mais opçoes de restaurante, a loja da Disney é minuscula, área de games parece ser maior. Loja da Harley Davisson pratica preços mais altos que a loja da minha cidade. Acredito que este passeio não é para o nosso perfil (casal c/criança), ainda mais se vc tem a comparação com as opções oferecidas no Parques .
Disney Springs - Orlando;12653;45;15 de novembro de 2014;5;Downtown Disney;Welerson B;Lugar muito bom para almoçar ou jantar, as lojas de produtos franqueados são bacanas as vezes encontram algumas promoções que nas lojas do parque ou do hotel não tem
Disney Springs - Orlando;12653;45;14 de novembro de 2014;5;Parada Obrigatória em Orlando;cbianchijr;Este lugar consegue reunir maravilhosas atrações, restaurantes, bares, Lojas entre outras atrações fantásticas como Cirque du Soleil. É parada obrigatória. Tem que conhecer...
Disney Springs - Orlando;12653;45;13 de novembro de 2014;4;Passeio imperdível;Natasha L;Lugar maravilhoso dentro da Disney destinado principalmente para os adultos. A área é imensa, cheia de restaurantes, lojinhas e entretenimento. Ideal para um passeio noturno ou no final da tarde. Indico conhecer Downtown Disney em um dia que você não tenha ido aos parques pois dessa forma você não estará tão cansado e poderá aproveitar melhor tudo que o espaço oferece.
Disney Springs - Orlando;12653;45;13 de novembro de 2014;4;Atenção, tudo em obras!;Ma_BSB_13;Downtown é sempre muito legal, com seu movimento, restaurantes, lojas e cafés, mas atenção: está tudo em obras! Sim, infelizmente perdeu um pouco do charme, por conta das reformas que estão sendo feitas... Além disso, o trânsito também está mais complicado por lá. Mas, apesar dos pesares, continua sendo um programa bem legal, nem que seja para ir no Guirardelli e dar aquela passadinha na World of Disney!
Disney Springs - Orlando;12653;45;13 de novembro de 2014;5;Lugar delicioso;Marlene Edson C;Uma delicia passear a noite e jantar neste local, muita gente mas tem espaço para todo mundo, pode ir se uma ponta a outra com o barco, várias opções de compras, e milk sheik deliciosos.
Disney Springs - Orlando;12653;45;13 de novembro de 2014;5;Saudades;GabrielaSanguin;Nossa que lugar lindo, gostoso, encantador... Surpreendeu tanto a mim como ao meu marido. estava no roteiro apenas 1 dia lá e voltamos. Unica coisa que estavam em reforma, então para locomoção x mapa estava complicado , mas nem isso tirou o encanto do lugar
Disney Springs - Orlando;12653;45;12 de novembro de 2014;4;Tudo de bom!;nabraun;Localizado dentro de complexo da Disney é diversão garantida para toda família.É um centro de lojas, restaurantes e entretenimento. Melhor ir à noite, pois é quando é pura agitação e charme!
Disney Springs - Orlando;12653;45;12 de novembro de 2014;5;Maravilhoso;Mirellasb;Lindo espaço com vários bares. Circo du solei tem lá. Muito amplo. Bonito. Tudo perfeito. Rico. Uma coisa belíssima de se ver. Perto da Disney.
Disney Springs - Orlando;12653;45;12 de novembro de 2014;4;Programa noturno;Nanda224;Excelente para passear a partir do final da tarde, o local é repleto de lojas lindas de diversas marcas, restaurantes incríveis, e um espetáculo lindo do Cirque du Solei. Vale a pena a visita.
Disney Springs - Orlando;12653;45;11 de novembro de 2014;5;Agradável passeio;Aline S;Vale a pena passear por Downtown Disney à noite. O local possui lojas da Disney, restaurantes famosos e espetáculos gratuitos. É possível, ainda, fazer a travessia de barco para apreciar o outro lado e/ou subir no balão para se ter um linda vista lá de cima.
Disney Springs - Orlando;12653;45;10 de novembro de 2014;5;Encantador;paulap430;Assim como os parques Disney, a Downtown Disney é encantadora. Além de ter a loja oficial, com quase todos os produtos Disney, e alguns que não tem nos parques, tem ótimas opções de comidas, para todos os gostos, e também tem uma loja de produtos Disney para animais de estimação. E enquanto você faz compras, aprecia um dos shows de música.
Disney Springs - Orlando;12653;45;9 de novembro de 2014;4;Ótima opção para Passeio!;GRO66;O Downtown Disney é um lugar imperdível para quem conhece e para quem não conhece! ótimos restaurantes, atrações, bares, música e muitas lojinhas legais! A hora passa voando.. São muitas opções... E a decoração de Natal... é fantástica!
Disney Springs - Orlando;12653;45;8 de novembro de 2014;5;Vale uma visita;Andrea_Siqueira;O local tem alguns dos restaurantes mais badalados da região de Orlando. Tem uma estrutura muito boa e vários bares com música ao vivo e também músicos de rua que são super legais. Tem uma loja de Lego que vale a pena visitar.
Disney Springs - Orlando;12653;45;8 de novembro de 2014;5;Ótimo para passear e comer;Paulo_CWB;O Downtown Disney é excelente para passear e comer. Fácil acesso e estacionamento gratuito. à noite fica cheio de gente e o local é muito animado, os restaurantes são ótimo e tem todas os tipos de comidas e nacionalidades.
Disney Springs - Orlando;12653;45;6 de novembro de 2014;5;Ótimo programa noturno;jessicafsilva;Dentro do Downtown Disney, você encontra restaurantes para todos os gostos e bolsos. Eu indico o T- Rex e o Rain Forest. Para mim, são os melhores.
Disney Springs - Orlando;12653;45;6 de novembro de 2014;4;Vale a pena a visita!;Paulo_CM_JR;Lugar muito bom, fora do ambiente dos parques, e com toda a magia Disney. Lá fica a maior loja Disney do Mundo, a World of Disney; e lá se encontra absolutamente tudo da Disney! Restaurantes e bares muito bons, várias lojas bacanas, com coisas Disney que você não encontra em lugar nenhum. Vale muito a pena o passeio, principalmente no fim de tarde pra noite. As reformas atrapalham um pouco é verdade, mas não dá pra ir pra Orlando sem dar um passada por lá!
Disney Springs - Orlando;12653;45;4 de novembro de 2014;5;Legal!!!!!;Márcia L;Lugar bem agradável para passear, comer e fazer compras! Lá você consegue comprar os ingressos para os parques da Disney também! Muito bonito e com a Magia que só a Disney sabe fazer! Vale a pena!!!!!!
Disney Springs - Orlando;12653;45;2 de novembro de 2014;3;Legal só que em obras fica sem graça;Mario_Souza;Passando por reformas, para estacionar esta um caos além de que na parte interna tudo tampado por causa das obras o que tira a graça e elegância da magia Disney.
Disney Springs - Orlando;12653;45;2 de novembro de 2014;5;excelente para ir a noite;rafaelvaisman;lojas com tudo que vc precisa de recordacoes da disney a coisa para casa ... otimos restaurantes , o irlandes é o melhor junto com o t-rex ... mas sempre ha filas ... entao coloque seu nome e va dar uma volta e depois volte para comer
Disney Springs - Orlando;12653;45;2 de novembro de 2014;5;Vale a pena conhecer;ersargaco;É um lugar gostoso de se passear a noite. Muito cheio, mas ainda assim vale a pena. Tem muitas lojinhas da Disney e se encontra tudo que tem nos parques pra comprar!! Tem vários restaurantes e bares. O melhor é ir tomar sorvete na ghirardeli, imperdível!
Disney Springs - Orlando;12653;45;28 de outubro de 2014;4;agito legal;LuciaSalvari;muito bom para se divertir nos barzinhos e boates, há música ao vivo e pessoas bonitas e interessantes circulando. Dá pra curtir após o parque ou após o Cirque D'Soleil
Disney Springs - Orlando;12653;45;24 de outubro de 2014;4;Muito legal;Bbertuol;Com certeza vale a visita. Porém quando estivemos lá muita coisa estava em obra. Com diversas opções de compra, é, com certeza uma tentação. O lugar é muito bonito, ambiente agradável e diversos restaurantes.
Disney Springs - Orlando;12653;45;23 de outubro de 2014;5;Quase todos os dias;Debora_Andrade;`Se voltou cedo do parque, vá ao downtown disney. Ambiente extremamente agradável, cheio de opções de compras e pessoas animadas. Sem contar os restaurantes e lojas da Lego, Harley Davidson e World of Disney que são atrações a parte,
Disney Springs - Orlando;12653;45;22 de outubro de 2014;5;lugar bacana;Andre R;esse lugar e fantástico para levar a família .Lá vc encontra de tudo tem uns restaurantes com vários temas de filmes,roupas que os atores usaram nos filmes...Muito bacana!
Disney Springs - Orlando;12653;45;22 de outubro de 2014;5;Vale o passeio;LizFernandes;Ótimo lugar para passear. Muitas opções de restaurantes, cinemas, lojas e bares. Lugar que fica localizada a maior loja de Disney aonde você encontra de tudo e a loja da Lego, com destaque para os bonecos feitos de lego na entrada.
Disney Springs - Orlando;12653;45;20 de outubro de 2014;5;Passeio básico;Helio M;Sempre que vou a Orlando, dou uma passada básica em Downtown Disney. Tem uma excelente pizza ao forno lá.
Disney Springs - Orlando;12653;45;20 de outubro de 2014;4;Passear, comer e comprar.;cristinasueta;Dá para fazer um montão de coisas em Downtown Disney Marketplace, passear por suas calçadas e apreciar o gigante dragão Lego que fica em frente à loja LEGO, comer no famoso T-REX ou no FULTON´S, ir ao "Cirque du Soleil", ou se maravilhar com a loja "Christmas" onde dá vontade de comprar tudo para o Natal. O único probleminha é que em alguns lugares os tapumes das obras atrapalham um pouco a passagem, mas faz parte. Imperdível.
Disney Springs - Orlando;12653;45;20 de outubro de 2014;4;Ótimo passeio;Pattykuster;Delicia de passeio, principalmente no finalzinho da tarde quando o sol está baixando. Várias opções de restaurantes e diversão. Também tem uma loja gigante da Disney. Lá fica o Circ Du Solei, mas não cheguei a ir. Amei, quero voltar!!
